Nawisko aktualne,Liczba
OLAK,800
SZYMULA,800
TOMASZCZYK,800
ZASTAWNA,800
CEGLARZ,799
CZARNIAK,799
HABA,799
JAMROŻY,799
MARTIN,799
WAWSZCZAK,799
DURDA,798
KORTAS,798
PASIKOWSKA,798
PASIUT,798
SZUREK,798
GROCHOWINA,797
PARKITNA,797
PAWLINA,797
PIKUS,797
PÓŁCHŁOPEK,797
BZOWSKA,796
GRĄDZIEL,796
KATARZYŃSKA,796
KURZAK,796
ORLICKA,796
STRZAŁA,796
TALAŚKA,796
GOŁEK,795
GOSPODARCZYK,795
KAŁUŻYŃSKA,795
MELON,795
MINDA,795
ŚWIATŁOWSKA,795
WARZYŃSKA,795
DERĘGOWSKA,794
DERKOWSKA,794
DZWONEK,794
GOLON,794
HAŁAT,794
RZUCIDŁO,794
GRYKO,793
JERECZEK,793
MACHOŃ,793
OLIINYK,793
STOJAK,793
BUKOWIECKA,792
KOPYCIŃSKA,792
KROCHMAL,792
PAPRZYCKA,792
SZYCH,792
ZACZYK,792
BUGLA,791
BUŚKO,791
CZOK,791
GONET,791
KUMOREK,791
OSTAPIUK,791
SIEŃKOWSKA,791
SZYMANIK,791
ŚWIĘTOŃ,791
KLIMOWSKA,790
KOBYŁKA,790
MAJERCZYK,790
PYTLARZ,790
KLUCZEK,789
KUCZEWSKA,789
KUZIA,789
PAKOSZ,789
RADŁOWSKA,789
ZIEMKIEWICZ,789
BERNATOWICZ,788
DYBAŚ,788
MIARA,788
DYGA,787
HOŁUBOWICZ,787
JĘDRUCH,787
KRZYSZTOFIAK,787
MAKULSKA,787
RATKOWSKA,787
RZEWUSKA,787
ZBLEWSKA,787
CABAŁA,786
CHAMERA,786
FILAS,786
LENIK,786
MALEWICZ,786
MEDYŃSKA,786
MIĘTUS,786
PRZERWA,786
SEKULSKA,786
WRĘCZYCKA,786
ZBROJA,786
ZGIERSKA,786
FURGAŁ,785
KOŁACZEK,785
LICZNERSKA,785
PODOBIŃSKA,785
SYCZ,785
WIATRAK,785
ZUBEL,785
DRYWA,784
KAŃSKA,784
PAŚNIK,784
PRABUCKA,784
WOSZCZYNA,784
BOŚ,783
FURGAŁA,783
GOŚCIŃSKA,783
GRZYMKOWSKA,783
MARCIŃCZYK,783
ROMANIAK,783
ŚLEDZIŃSKA,783
ŚMIAŁKOWSKA,783
BUSZ,782
DZIEKAŃSKA,782
FERET,782
GORAL,782
KRZYSIEK,782
MINKIEWICZ,782
BARCZEWSKA,781
BRZOSKOWSKA,781
GRABOWICZ,781
HORNIK,781
SAMUL,781
CHMARA,780
DANIELSKA,780
GNATOWSKA,780
HALAMA,780
DZIEDZINA,779
GOSTYŃSKA,779
GRZECH,779
SMUGA,779
GALICA,778
KAMIENIECKA,778
KUSEK,778
MAKIEŁA,778
MALECKA,778
OCHNIO,778
PABIS,778
PRZEŹDZIECKA,778
RUSZEL,778
BROCKA,777
BUCZKO,777
CHRUŚCICKA,777
CHWAŁA,777
KOPCZYK,777
ŁYSAK,777
MŁYŃCZAK,777
RYCHERT,777
SIARA,777
WAŚNIOWSKA,777
WIJATA,777
BORUC,776
JANISZ,776
NOBIS,776
RÓZGA,776
WOLFF,776
HYJEK,775
KOMUDA,775
URYGA,775
WIECH,775
WOLAN,775
CACKOWSKA,774
CZABAN,774
NAROŻNA,774
PASŁAWSKA,774
SOLSKA,774
TOPA,774
BORYSEWICZ,773
CIASTOŃ,773
KONDEJ,773
KUSYK,773
RYCERZ,773
WIELOGÓRSKA,773
KALICIŃSKA,772
KAZANOWSKA,772
KRAMER,772
ŁOJKO,772
MOROŃ,772
PACHULSKA,772
PATALAS,772
PRÓCHNICKA,772
PUCHACZ,772
ŚWIECA,772
WDOWCZYK,772
DWORACZEK,771
KLECZKOWSKA,771
KUKOWSKA,771
LORENS,771
LUBERA,771
MARTYKA,771
PIETREK,771
SIDORCZUK,771
SZELA,771
DENISIUK,770
PAŁAC,770
WACŁAWCZYK,770
BŁASZCZYŃSKA,769
FRONC,769
JAŃCZYK,769
RZESZOWSKA,769
SAMSON,769
STAŚ,769
KONOPSKA,768
RUPIŃSKA,768
ZYSK,768
DRATWA,767
DURAK,767
DYK,767
KAMINSKA,767
OŚLIZŁO,767
PODKOWA,767
SINKIEWICZ,767
WITASZEK,767
BAŃCZYK,766
DYNOWSKA,766
GROŃSKA,766
KOZACZUK,766
MYSZK,766
NOWOWIEJSKA,766
PARZYSZEK,766
STRUŚ,766
TWARDZIK,766
BALAWENDER,765
GOLUS,765
KOPECKA,765
KROWICKA,765
LEW,765
OSMÓLSKA,765
PRZYBYSŁAWSKA,765
SAŁACIŃSKA,765
SAMOL,765
STOSIK,765
SZCZECHOWICZ,765
TKACHENKO,765
GAJDZIŃSKA,764
GRUSZCZYK,764
LEWKO,764
MALCHER,764
ANDRZEJCZUK,763
BARTOCHA,763
BRODACKA,763
GAPSKA,763
GOLDA,763
JANUSZKO,763
KORYTOWSKA,763
LANG,763
ŁĄCZNA,763
MATURA,763
STOŁOWSKA,763
WYROSTEK,763
BOLEWSKA,762
BRUZDA,762
FRIEDRICH,762
KASTELIK,762
KUCHCIŃSKA,762
MASALSKA,762
RYZNAR,762
DANIŁOWICZ,761
DROZDA,761
GŁADKOWSKA,761
MACIOCHA,761
STRZYŻ,761
WOLICKA,761
ZATOŃ,761
BRUDNICKA,760
DUK,760
GABRYSZEWSKA,760
KOMAN,760
PESTA,760
POPIELARSKA,760
PYSZ,760
ROSŁON,760
STRYCHALSKA,760
CEGLIŃSKA,759
CHABER,759
GLANOWSKA,759
KANDZIORA,759
KRYSIK,759
ŁUCZKIEWICZ,759
MICHALCZAK,759
MORYS,759
OSIADACZ,759
SOLARCZYK,759
ŚLIŻ,759
BABICKA,758
FIJAŁ,758
JANOWIAK,758
KOPA,758
TWORZYDŁO,758
BABIUCH,757
DULEWICZ,757
HULBÓJ,757
ŻÓRAWSKA,757
CZUBIŃSKA,756
LIBERSKA,756
MYSZAK,756
OLSZYŃSKA,756
SUJECKA,756
PŁOMIŃSKA,755
PRAŁAT,755
SOLAREK,755
STOJANOWSKA,755
TYLEK,755
WARMUZ,755
WRONKOWSKA,755
GORZELAŃCZYK,754
JAREMA,754
JAROCH,754
KWAPIŃSKA,754
PAZERA,754
ROHDE,754
SEIDEL,754
STRAMA,754
CIOS,753
JOP,753
KRZYSZKOWSKA,753
MUSIALSKA,753
PATORA,753
RADKOWSKA,753
SMUTEK,753
ŚWIĄTKIEWICZ,753
JOHN,752
KLUCZNIK,752
ŁUKOWICZ,752
DOMERACKA,751
GRZEŚ,751
HAMPEL,751
POMARAŃSKA,751
SIEDLACZEK,751
DURCZAK,750
DZIAK,750
GRUDA,750
KUCZAJ,750
LUBOWIECKA,750
PACEWICZ,750
WIECHOWSKA,750
BACHANEK,749
CZYŻOWSKA,749
GOWIN,749
HEROK,749
MATULEWICZ,749
OŚKA,749
STARZAK,749
WAJDZIK,749
WESOŁA,749
CHMIELAK,748
DEPA,748
DURZYŃSKA,748
KOBZA,748
KOPIJ,748
RAJCZYK,748
FRĄC,747
GAJOWNIK,747
GRZEJSZCZAK,747
LITWA,747
PERCZYŃSKA,747
PIETRASIAK,747
PODSIADŁY,747
RYLSKA,747
ULIŃSKA,747
WICHA,747
WIĘCKIEWICZ,747
WINKOWSKA,747
KOKOSZA,746
ŁONIEWSKA,746
RYSZEWSKA,746
SUBOCZ,746
TERESZKIEWICZ,746
ZWOLSKA,746
BARCZ,745
BATORSKA,745
HUMENIUK,745
KANDZIA,745
ŁYCZAK,745
MISZKIEWICZ,745
OLESZKO,745
PIŁKA,745
ŻBIK,745
MARCIŃSKA,744
PELCZARSKA,744
PENAR,744
BAKA,743
CHMIELNICKA,743
HINCA,743
KALARUS,743
MAJAK,743
MALARCZYK,743
MICHALCZEWSKA,743
NOGAL,743
PŁANETA,743
SZMURŁO,743
WEJMAN,743
IGNATOWSKA,742
KONICKA,742
ŁUSZCZAK,742
TECŁAW,742
WAWRZYCZEK,742
DYLA,741
FLAGA,741
GLAPIŃSKA,741
JĘDRUSIAK,741
KIEŁEK,741
MORYC,741
RADLIŃSKA,741
ROZMARYNOWSKA,741
SKUBIS,741
TRYBUŚ,741
WAWRYNIUK,741
BAZYDŁO,740
GUZIAK,740
LESIK,740
MAJDAŃSKA,740
PISZCZ,740
PUSZ,740
ROZMIAREK,740
SMOLARSKA,740
SZUMNA,740
TOMICKA,740
HERMANOWSKA,739
KUNYSZ,739
MATYKA,739
POLSKA,739
POTACZEK,739
RYDZYŃSKA,739
SUTOR,739
WOJACZEK,739
BIK,738
CISAK,738
CZAPLEWSKA,738
FARYNA,738
KROCZAK,738
KWASEK,738
SEREDA,738
SŁYSZ,738
STOSIO,738
ULIASZ,738
WARYCH,738
WIETECHA,738
JUŚKIEWICZ,737
KWINTA,737
ŁASZEWSKA,737
OSTASZ,737
KOŁTON,736
OSTAFIN,736
PROKOPCZYK,736
PRZYŁUCKA,736
PYDA,736
STOŻEK,736
HERMANOWICZ,735
KARGOL,735
PUZDROWSKA,735
SKAŁA,735
ŚWIGOŃ,735
GIEROŃ,734
HERDA,734
KOZIATEK,734
KRZYKAWSKA,734
MISIASZEK,734
PATYNA,734
SZTABA,734
BARTUŚ,733
BYRA,733
HENNIG,733
KACZMAR,733
KUCIEL,733
KUROPATWA,733
ŁOPUSZYŃSKA,733
NARUSZEWICZ,733
NOWEK,733
PIECHOCIŃSKA,733
STANASZEK,733
WAWRZYNEK,733
GAWLIŃSKA,732
GOLENIA,732
KUBISZ,732
LATO,732
SEREDYŃSKA,732
SPRAWKA,732
ŚWIERKOT,732
TKACHUK,732
AUGUSTOWSKA,731
DAMPS,731
GĄBKA,731
KARCZMARZ,731
KOBIELSKA,731
KORZENIECKA,731
REICH,731
SKARZYŃSKA,731
WAŃCZYK,731
WÓJCIKIEWICZ,731
CHOCHÓŁ,730
FABIJAŃSKA,730
JAROSIEWICZ,730
JASIONOWSKA,730
JUSZCZUK,730
KURCZYŃSKA,730
ŁAGODZIŃSKA,730
PYĆ,730
SOBEL,730
SZWAJKOWSKA,730
ŻOŁNA,730
GLAPIAK,729
KŁODZIŃSKA,729
NIERODA,729
PIETRUSIAK,729
SAWKO,729
SŁABOSZ,729
BORYSIUK,728
GONSIOR,728
KIEDROWICZ,728
MICAŁ,728
STOLECKA,728
SULARZ,728
TATAREK,728
BASZAK,727
FROŃ,727
GOŚ,727
JANISZEK,727
KOTLAREK,727
LISAK,727
OBRYCKA,727
ORMAN,727
SKWIERAWSKA,727
TRZEBIŃSKA,727
WOŁK,727
HAMERA,726
KAŁUCKA,726
MIŁOSZEWSKA,726
WUJEK,726
ŻMUDZKA,726
BOBRYK,725
DOMINIKOWSKA,725
GRAB,725
JAKIEL,725
LENARCIK,725
PACOCHA,725
POLISHCHUK,725
RZEŹNICKA,725
STRZELCZAK,725
SZTUKOWSKA,725
SZYC,725
WOJCIECH,725
ŻARCZYŃSKA,725
JAMIOŁKOWSKA,724
JANASIK,724
KURANT,724
MACIOŁ,724
PAŁUCKA,724
DZIENISZEWSKA,723
MURACH,723
RANISZEWSKA,723
STAŃSKA,723
GARDOCKA,722
HUDZIK,722
KASPERCZAK,722
KORAL,722
KOZAR,722
MALESZA,722
PACHUCKA,722
SŁAWIK,722
SUMERA,722
WĘGŁOWSKA,722
ZDZIECH,722
DURLIK,721
GRUCHOT,721
KOSTRO,721
KOŚNIK,721
PASTOR,721
SIBIŃSKA,721
SKLORZ,721
ZAWŁOCKA,721
BOŁOZ,720
FARUGA,720
LITWINIUK,720
MILCZANOWSKA,720
POTONIEC,720
KASZOWSKA,719
KOLARCZYK,719
KRUSZELNICKA,719
LIŚKIEWICZ,719
MAKARUK,719
MĘDRALA,719
PANCERZ,719
RAWA,719
RYSZ,719
STANISŁAWEK,719
SZULIŃSKA,719
ZAPALSKA,719
BARANOWICZ,718
CHOMIUK,718
CZACHOROWSKA,718
GŁADKA,718
JAŁOSZYŃSKA,718
KOZERSKA,718
KRZYWONOS,718
KUKAWSKA,718
MAZANEK,718
PIEŃKOSZ,718
CHRUSZCZ,717
LOBA,717
PAŚCIAK,717
RYŃSKA,717
DZIEWIĘCKA,716
FORNALIK,716
FRANCZUK,716
KOCZY,716
KONSTANTY,716
MATLA,716
NIEBRZYDOWSKA,716
ROZUM,716
RUSZCZAK,716
WÓJS,716
ZIEJA,716
BOBKOWSKA,715
DOMŻAŁ,715
DZIAMSKA,715
ENGEL,715
MĘŻYŃSKA,715
MIŚKO,715
MYTYCH,715
SZPARA,715
ŚMIEJA,715
ŚWIECH,715
TREPKA,715
WALO,715
WAWRZYNOWICZ,715
BOCHYŃSKA,714
BRÓDKA,714
CHOWAŃSKA,714
GRUDNIEWSKA,714
KARPETA,714
PRZYGOCKA,714
SZCZYPEK,714
TYLICKA,714
WOŁOS,714
BORYSIEWICZ,713
BURCHARDT,713
DAŃCZAK,713
DRABCZYK,713
IWAŃCZYK,713
KILANOWSKA,713
KUKUCZKA,713
ŁUCZKOWSKA,713
MAGIERSKA,713
SKOCZYŃSKA,713
WALENTYNOWICZ,713
WITWICKA,713
BORS,712
BUDNER,712
CIĘŻKOWSKA,712
DANILCZUK,712
JAREMKO,712
KOŃCZAL,712
ŁYSKAWA,712
MUSKAŁA,712
PIEGZA,712
SERAFIŃSKA,712
ŚWITAJ,712
TOKAREK,712
BOGACZYK,711
HELIŃSKA,711
KOSEWSKA,711
MUĆKA,711
RUDKOWSKA,711
SZCZUDŁO,711
GROSZEWSKA,710
KAZEK,710
KOSZ,710
LINOWSKA,710
PONIEDZIAŁEK,710
RYBUS,710
SIEMIENIEC,710
SZYNKIEWICZ,710
WIELĄDEK,710
CHLEWICKA,709
FIEDLER,709
GEISLER,709
HANUS,709
KLAMA,709
KLUSZCZYŃSKA,709
MAKSYM,709
CHOROŚ,708
DENKIEWICZ,708
DRZEWIŃSKA,708
DZIENIS,708
KLIMECKA,708
KLINKOSZ,708
KŁYSZ,708
KOLANEK,708
LELITO,708
RUSZCZYŃSKA,708
SPÓLNIK,708
SZAŁAS,708
SZYMKOWSKA,708
CIESIELCZYK,707
GRZELCZYK,707
KOLARZ,707
RACKA,707
SWATEK,707
ŚWIERAD,707
ZIMOLĄG,707
JABŁECKA,706
KARYŚ,706
KRAWIECKA,706
MIKODA,706
PRZYCHODZKA,706
SZAŁAJ,706
TOMASZKIEWICZ,706
WIELIŃSKA,706
ŻYCIŃSKA,706
BEŚKA,705
DZIAŁAK,705
JASTRZĘBOWSKA,705
LUBIENIECKA,705
MŰLLER,705
POKOJSKA,705
PRĘDKA,705
RACIBORSKA,705
REJ,705
ZABŁOTNA,705
BŁASZYK,704
BULCZAK,704
BUSZTA,704
CIERPISZ,704
GAWIŃSKA,704
GLAZER,704
GRABOWIECKA,704
MARGOL,704
PAŃCZAK,704
POPIELARCZYK,704
PUCZYŃSKA,704
SIBILSKA,704
SULIK,704
SZABLA,704
ŚWIRSKA,704
WZIĄTEK,704
ARMATA,703
BROŚ,703
LOSKA,703
MIODEK,703
STANECKA,703
ŻÓŁTEK,703
FIGAT,702
GĘSICKA,702
KINDER,702
KOŁACZYŃSKA,702
REMBISZ,702
RYCHLIŃSKA,702
WIENCEK,702
FIKUS,701
KACZAN,701
KAPERA,701
ŁOSIŃSKA,701
MIKUSEK,701
PACHLA,701
PROSZOWSKA,701
SIEDLARZ,701
SZKARADEK,701
ŚWIETLICKA,701
ŻŁOBIŃSKA,701
PACYGA,700
PIESIK,700
SROMEK,700
SZCZUCKA,700
ŚCIBIOR,700
WYDERKA,700
WYLEGAŁA,700
GAJZLER,699
KISZCZAK,699
KULMA,699
LEKS,699
OLKO,699
PALUCHOWSKA,699
ROGALIŃSKA,699
RYBARSKA,699
SZYMONIK,699
TOMALAK,699
KOPCIUCH,698
KOPYCKA,698
KUCHARZYK,698
MIESZAŁA,698
PODPORA,698
PONIEWIERSKA,698
SAGANOWSKA,698
SOLIWODA,698
STASZEL,698
TUŁACZ,698
KIDOŃ,697
KUJAWIŃSKA,697
MOL,697
RZEŹNICZAK,697
SKWIERCZYŃSKA,697
TERLIKOWSKA,697
UTRATA,697
WOJTASZCZYK,697
WOŁOCH,697
WOSIŃSKA,697
BRÓZDA,696
CHOMIAK,696
DUCZMAL,696
GARNCARZ,696
GOSIEWSKA,696
GUBERNAT,696
GUL,696
KRAVCHENKO,696
KURZYNA,696
NAZAR,696
RADKO,696
ROLBIECKA,696
WĘGRZYNOWICZ,696
ZAPOLSKA,696
GADOWSKA,695
GUŹNICZAK,695
KWARCIAK,695
LISIK,695
ŁODYGA,695
MATYNIA,695
MELER,695
NGUYỄN,695
PIWEK,695
RUP,695
SIEMEK,695
SZYMAŃCZYK,695
KALOTA,694
KAŁEK,694
KOLANKO,694
KUJAWIAK,694
MOLKA,694
NAŁĘCZ,694
PELKA,694
PIAŚCIK,694
SZCZYGŁOWSKA,694
TRĘBICKA,694
ALEKSIEJUK,693
BŁĄDEK,693
BRODOWICZ,693
CHODAK,693
DELUGA,693
JANOSZKA,693
JAROSIK,693
LARYSZ,693
LESISZ,693
ŁÓJ,693
MUSZALSKA,693
RABIEJ,693
SZMUC,693
TROCZYŃSKA,693
TUTKA,693
WOŁCZYŃSKA,693
KORAB,692
LABUDDA,692
LASZCZYK,692
MIGAŁA,692
SKUTNIK,692
WRZEŚNIAK,692
CHWEDORUK,691
GIERS,691
KSIĘŻAK,691
MACIOROWSKA,691
OCHAB,691
SĄDEJ,691
SZULECKA,691
ŚLUBOWSKA,691
WALECZEK,691
WARCHAŁ,691
WOJAK,691
CHEŁCHOWSKA,690
GOŁOŚ,690
KILJAN,690
WITULSKA,690
ANDRZEJUK,689
BOGDAŁ,689
BRYLOWSKA,689
BYLIŃSKA,689
KRĘCISZ,689
MOŹDZIERZ,689
SZUTA,689
AUGUSTYŃSKA,688
BUBEL,688
BUDNIAK,688
KARNAS,688
LATACZ,688
RZEPCZYŃSKA,688
STRUG,688
SUCHOŃ,688
SUPEŁ,688
WALKUSZ,688
ZIOŁA,688
ŻOK,688
ENGLER,687
ŁAPACZ,687
ŁAŚ,687
GABRYEL,686
KRAUZ,686
KURYŚ,686
MROZOWICZ,686
NACZK,686
NEUBAUER,686
OBORSKA,686
OPAS,686
ROŻNOWSKA,686
SKWIRA,686
STAWOWY,686
CAP,685
HELLER,685
JEZIORNA,685
KURSA,685
SIUDZIŃSKA,685
CIEŚLIKOWSKA,684
GOŁUCHOWSKA,684
HANUSIAK,684
MZYK,684
PAGACZ,684
SMEKTAŁA,684
THOMAS,684
TRZYNA,684
GOLISZEWSKA,683
LINKIEWICZ,683
MICHNIEWSKA,683
STÓJ,683
DZIERŻAK,682
GOMUŁA,682
KANAREK,682
PACIA,682
SAJEWICZ,682
STAWOWCZYK,682
ŚLIMAK,682
ŚMIETAŃSKA,682
WARCZAK,682
WAWSZCZYK,682
ARMATYS,681
GRYBOŚ,681
JUROSZEK,681
KUSZTAL,681
ŁOSIEWICZ,681
MYSZOR,681
PIZOŃ,681
RÓŻYŃSKA,681
SZYCA,681
TYLUS,681
WIELGOS,681
CZYŻYCKA,680
FILUS,680
GLANC,680
GRYGO,680
KURNIK,680
PLICH,680
RUSINIAK,680
SKÓRZEWSKA,680
SŁOMCZEWSKA,680
STOCHMAL,680
STOPIŃSKA,680
STRASZAK,680
ZAPADKA,680
ŻYCHOWSKA,680
DROST,679
FIOŁEK,679
JAGIEŁO,679
JESIOŁOWSKA,679
NISKA,679
PRZENIOSŁO,679
PRZESMYCKA,679
RADZEWICZ,679
SIERADZAN,679
TRAWCZYŃSKA,679
CICHOWLAS,678
KRĘCICHWOST,678
MACEK,678
SARNACKA,678
WIECZERZAK,678
BOGUTA,677
CHŁOPECKA,677
GUMIENIAK,677
KAPRAL,677
KRÓLCZYK,677
KURZYDŁO,677
WARMIŃSKA,677
FIEDORCZUK,676
JAROŃSKA,676
JAROSZUK,676
JOB,676
KUPIDURA,676
KURYŁOWICZ,676
KUSZEWSKA,676
PROCHOWNIK,676
SETA,676
WASIL,676
DZIEWA,675
KAMELA,675
KRZYMOWSKA,675
KUCAB,675
MYDLARZ,675
PIETRZYCKA,675
PRUCHNICKA,675
RUDOLF,675
SĄSIADEK,675
WNUKOWSKA,675
BOBA,674
BURZA,674
FYDRYCH,674
GRABIAS,674
GRANAT,674
GROTKOWSKA,674
PEZDA,674
PIERZCHALSKA,674
PLASKOTA,674
ŚNIEG,674
CIEPŁUCH,673
KARCZYŃSKA,673
KUK,673
MARCINISZYN,673
PAWLIŃSKA,673
RAGAN,673
SZŁAPA,673
BEK,672
BOHDANOWICZ,672
BUBAK,672
BYCZYŃSKA,672
CIECHAŃSKA,672
DRÓZD,672
FORYSIAK,672
GRYS,672
KUBINA,672
KULISZ,672
ŁĄGIEWKA,672
NIKEL,672
PORWOŁ,672
STOIŃSKA,672
ZMYŚLONA,672
DZIĘCIOŁOWSKA,671
GARCZAREK,671
GROSICKA,671
KULIBERDA,671
LEE,671
LUKS,671
SOROCZYŃSKA,671
SZMAJDA,671
BĄCZKIEWICZ,670
HUTNIK,670
JANKE,670
KAŁWA,670
KOTERBA,670
MIĘKINA,670
PILIPCZUK,670
STRYCHARZ,670
BARTMAN,669
BULSKA,669
CHRONOWSKA,669
DASZKOWSKA,669
LESNER,669
OSZUST,669
PAŁASZEWSKA,669
PODWYSOCKA,669
SZKODZIŃSKA,669
SZŁAPKA,669
TARGOWSKA,669
BETKA,668
BRYNDZA,668
GAJKOWSKA,668
GIEREK,668
JAKONIUK,668
KIEPURA,668
KONDRATIUK,668
KUBA,668
LEBIEDZIŃSKA,668
OLESZCZAK,668
PAJĄCZKOWSKA,668
PIĄTKIEWICZ,668
SZCZEPEK,668
WYWIAŁ,668
KRAL,667
KREFTA,667
MATEJCZYK,667
MAZAN,667
SZCZEPANIEC,667
WOŁYŃSKA,667
BANYŚ,666
DRĄGOWSKA,666
DRYGAS,666
GŁÓWCZYŃSKA,666
JURAS,666
KANIGOWSKA,666
KOSIEC,666
KOSTEK,666
LATUSZEK,666
MODELSKA,666
BANACHOWICZ,665
GOGOLA,665
KURACH,665
RADZIMSKA,665
RUTOWICZ,665
TOFIL,665
WIETRZYKOWSKA,665
WOJTERA,665
DROZDOWICZ,664
GĄGAŁA,664
GIERAK,664
KOMPERDA,664
KOWALAK,664
KRASZKIEWICZ,664
LESZKIEWICZ,664
ŁUCZKA,664
PAZIK,664
POLESZAK,664
SALACH,664
SŁOMKOWSKA,664
TRZOS,664
ZAŁUCKA,664
BASISTA,663
CYGANIK,663
KAŹMIEROWSKA,663
KLAMKA,663
KWASIBORSKA,663
PABIŚ,663
POPIELSKA,663
PRĄDZYŃSKA,663
SŁUGOCKA,663
WANG,663
ZGLIŃSKA,663
DAWIDCZYK,662
FELSKA,662
GOSTOMSKA,662
MICH,662
NAZIMEK,662
SAMULSKA,662
SURDYK,662
WĘGRZYNIAK,662
GÓRKIEWICZ,661
KUŚKA,661
MAJOREK,661
PIETRUSZYŃSKA,661
SUSZKO,661
WOJTAK,661
WOJTOŃ,661
WOJTYŚ,661
BALEWSKA,660
HALLMANN,660
KRAIŃSKA,660
MITORAJ,660
NIEDZWIECKA,660
PIETRAK,660
PIETRUSIŃSKA,660
RURARZ,660
SZÓSTAK,660
KOSS,659
WAWAK,659
ZACZKOWSKA,659
ZDRODOWSKA,659
BRONOWSKA,658
FIK,658
JARCZAK,658
MACIUSZEK,658
MATULKA,658
MILCZARSKA,658
MOSSAKOWSKA,658
PACANOWSKA,658
SZCZEPANIUK,658
TYRAKOWSKA,658
FYDA,657
JARANOWSKA,657
JEŻOWSKA,657
KOŚCIUKIEWICZ,657
NOWACZEWSKA,657
SKULIMOWSKA,657
ŚNIEGOCKA,657
WENDT,657
ZADORA,657
GAWLIKOWSKA,656
HANC,656
JĘDRYCZKA,656
KIEREPKA,656
MYJAK,656
PARADA,656
STROŃSKA,656
SZATANIK,656
ZIEMBIŃSKA,656
ZIMOWSKA,656
CHUDOBA,655
DUSZKIEWICZ,655
HORODECKA,655
KIESZEK,655
LEPAK,655
OCHNIK,655
POWAŁA,655
SCHUBERT,655
SYNAK,655
SZESZKO,655
WLAŹLAK,655
BRZYKCY,654
CIEPIELEWSKA,654
DRZAŁ,654
KOMOSIŃSKA,654
LIPKOWSKA,654
ŁAPCZYŃSKA,654
MORCINEK,654
PIKSA,654
PUTO,654
SMARDZEWSKA,654
STEMPLEWSKA,654
WIERZEJSKA,654
ZAGRODNIK,654
ŻYREK,654
GRZELA,653
KOCHEL,653
LENDA,653
NADROWSKA,653
PACHOŁEK,653
PATRZAŁEK,653
WARWAS,653
WĘGLOWSKA,653
DROP,652
DZIAŁO,652
GLONEK,652
HETMAŃCZYK,652
HYŻY,652
KARALUS,652
KAWIŃSKA,652
KLAG,652
KURTYKA,652
POSPIECH,652
TWARDOSZ,652
BAREJA,651
BOK,651
DZIKA,651
FIJOŁ,651
HAN,651
HANKE,651
KOSTERA,651
ŁASIŃSKA,651
POLAKIEWICZ,651
WAŁDOCH,651
WOJTASZEWSKA,651
BANDYK,650
BOGUSKA,650
CADER,650
KEMPSKA,650
MUELLER,650
NASIADKA,650
NUREK,650
PAKOS,650
SYPIEŃ,650
BALAS,649
BLADOWSKA,649
BORZYM,649
JAŃCZUK,649
JAŚKO,649
KOMSTA,649
KOSOBUCKA,649
KRUSZKA,649
MADZIAR,649
NALEWAJKO,649
NOSZCZYK,649
RUCZYŃSKA,649
TACIAK,649
TEKIELI,649
TYKA,649
ZIÓŁKO,649
BARTECZKO,648
BUDKIEWICZ,648
CZEREPAK,648
GERLACH,648
HRYNKIEWICZ,648
LATOSZEK,648
LEMKE,648
LICHOCKA,648
MATUS,648
NAGLIK,648
ŚREDZIŃSKA,648
GRESZTA,647
IGRAS,647
KANSY,647
MARUSZCZAK,647
OCHAL,647
OTREMBA,647
PIELECH,647
POLASZEK,647
SALAWA,647
ŚWISTEK,647
WELC,647
WIADEREK,647
WICHŁACZ,647
BONDARUK,646
BOŃKOWSKA,646
KANIK,646
KOBUSIŃSKA,646
KOTYŃSKA,646
MAMCARZ,646
POGORZELEC,646
WĘŻYK,646
BURACZEWSKA,645
GRUBBA,645
KRACZKOWSKA,645
LISTWAN,645
MENDAK,645
MIĘKUS,645
ODRZYWOLSKA,645
SENDOR,645
TRZOP,645
WICHOWSKA,645
BALIK,644
BREJNAK,644
DAŃKO,644
DYŚ,644
DZIKI,644
GARNCAREK,644
HAMERSKA,644
KLATKA,644
MISIARZ,644
NICIŃSKA,644
PALICKA,644
PANUŚ,644
PŁOCKA,644
POWĄZKA,644
ŚWIECZKOWSKA,644
KRZYWAŃSKA,643
MIĘTKA,643
MIKOŁAJSKA,643
RZESZOTARSKA,643
SYKUT,643
SZCZUBEŁEK,643
ZIARNIK,643
BETLEJEWSKA,642
BREGUŁA,642
CIUŁA,642
DUKAT,642
GROTH,642
RUSINOWSKA,642
SNOCH,642
DYBKA,641
HAWRO,641
ROCZNIAK,641
ROŚ,641
SIECIŃSKA,641
SIEKIERKA,641
SUPERSON,641
BARWICKA,640
CIEMIĘGA,640
DYKAS,640
JANCZAREK,640
JANIUK,640
PIGUŁA,640
STYRCZULA,640
SZYLAR,640
BŹDZIUCH,639
CHABERSKA,639
GORTAT,639
KAPUSTKA,639
KARNOWSKA,639
KUSIO,639
LUDWINIAK,639
MATEJCZUK,639
ORCHOWSKA,639
OTWINOWSKA,639
PŁAWSKA,639
RADZIEWICZ,639
SIEROTA,639
SZCZERBIAK,639
WIADERNA,639
ZACZYŃSKA,639
BATÓG,638
BILEWICZ,638
GAL,638
JACZYŃSKA,638
KAMIENIARZ,638
KAŃTOCH,638
LITERSKA,638
MERCHEL,638
MICHNIK,638
PĘCZKOWSKA,638
